id,PM2_5_next_hour
AQ_943859884785,8.881647786252946
AQ_FCC799B477DF,8.852672253798886
AQ_8C1F5E2F4908,8.96563354805338
AQ_5EAA0B0DF569,7.882987249672389
AQ_E93E889DC0E8,7.737173742912028
AQ_3C0D0CCE3EE8,7.165992045594867
AQ_80B9449C4DC1,4.7430817154551805
AQ_62890085CFB3,7.953643453503929
AQ_59AB85AD66E9,7.8823199735175296
AQ_53E919900058,7.37427492783134
AQ_FB0E7DCBB884,8.501368627439428
AQ_392406F2E642,8.031060529670874
AQ_84B141BFBBFE,8.967417840915113
AQ_48805164C359,8.952619679688691
AQ_763441F6C112,8.441777749161718
AQ_06F7B57721C0,9.648857883990866
AQ_3923CAD837CF,10.198535581366938
AQ_CC4291B7ABB8,9.756574783815559
AQ_366087303F5D,8.726255982814626
AQ_6D438F1B5CDA,9.563166352240186
AQ_ED86F966621C,9.527939817260858
AQ_3092BD137FBE,6.369319073360175
AQ_79C3BAB3FE7C,5.741134462701143
AQ_2D463D329666,8.777741119188656
AQ_89CF6A3F49A2,9.169867561736035
AQ_EA00E1044C8C,11.115111230734271
AQ_3D85C2DE4004,12.927828656886044
AQ_7308EF0C80E7,10.900645293398675
AQ_CD4D2E39A54A,11.556550935985662
AQ_D7E8D783FA82,12.388085951163097
AQ_B30D0F648368,12.593678601775528
AQ_11ED1514378D,12.970130799992004
AQ_AF501212E0A6,14.241454091301442
AQ_62D29ED2DF09,14.182011814292423
AQ_F3E6C7091AA3,13.854776490354451
AQ_73AAADF32CCD,10.984406317461781
AQ_6D0661AA876E,10.341910308410021
AQ_3087DD6493C3,10.624264490719623
AQ_C81ED4A8B681,10.270031080286559
AQ_FA2056362BB5,8.451256741476511
AQ_139D7110D772,6.358710308993594
AQ_953DBD52D0C7,8.663442001681291
AQ_9CA164ACB1D8,8.39333370751312
AQ_BBA9A4906357,7.216411488859479
AQ_2152FA5AF457,9.195174631456025
AQ_56976F2CB9F2,9.003999143710343
AQ_986585AF6772,11.359373787182719
AQ_0B9F0973F28E,11.668421808869661
AQ_23958C66B327,9.87584755521621
AQ_5D8910F9D4E4,9.275277102937618
AQ_A00BBCC21F0B,10.254746601352375
AQ_B60A79335F35,10.726979717102552
AQ_32C4AEA62FC5,5.585478917121325
AQ_4EC374639F2C,8.212782135456298
AQ_2E9F08C5F42C,10.383212240984834
AQ_E66F69C3833E,12.27273832060783
AQ_0A40AB3BCEDF,11.237769345256005
AQ_F9954886357F,10.118787152071077
AQ_CD4B245A5FAC,11.167561179226235
AQ_F51F5EFAD5AA,10.295622669107253
AQ_618ABDEED426,8.865340149934807
